Rk,Player,Pos,G,MP,PER,TS,3PAr,FTr,ORBx,DRBx,TRBx,ASTx,STLx,BLKx,TOVx,USGx,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,cluster
1,Steven Adams,C,58,1564,20.8,0.605,0.006999999999999999,0.413,14.4,23.8,19.3,13.5,1.6,3.5,14.1,17.2,3.7,2.5,6.2,0.19,2.1,1.1,3.2,2.0,5
2,Bam Adebayo,PF,65,2235,20.6,0.606,0.018000000000000002,0.47600000000000003,8.7,25.0,17.2,23.6,1.7,3.8,17.5,20.8,4.6,3.6,8.1,0.175,1.6,2.1,3.6,3.2,5
3,LaMarcus Aldridge,C,53,1754,19.8,0.5710000000000001,0.198,0.24100000000000002,6.3,17.8,12.0,11.4,1.0,4.4,7.8,23.6,3.1,1.4,4.4,0.122,1.8,-0.5,1.3,1.5,6
4,Nickeil Alexander-Walker,SG,41,501,7.6,0.441,0.515,0.12300000000000001,1.7,15.2,8.4,20.3,1.0,1.2,14.3,22.8,-0.7,0.4,-0.4,-0.034,-3.5,-1.4,-4.9,-0.4,1
5,Grayson Allen,SG,30,498,11.4,0.5770000000000001,0.517,0.19899999999999998,1.1,12.6,7.0,11.8,0.6,0.2,10.7,17.9,0.5,0.3,0.7,0.07,-1.0,-1.5,-2.6,-0.1,8
6,Jarrett Allen,C,64,1647,20.3,0.6579999999999999,0.012,0.574,12.5,25.0,18.9,7.8,1.1,4.3,12.2,15.0,4.3,2.8,7.1,0.207,1.0,1.1,2.1,1.7,3
10,Kyle Anderson,PF,59,1140,13.0,0.542,0.221,0.23600000000000002,5.1,18.3,11.8,15.1,1.9,2.4,15.1,13.3,0.9,1.4,2.2,0.095,-1.3,1.9,0.6,0.7,6
12,Giannis Antetokounmpo,PF,57,1763,31.6,0.608,0.23800000000000002,0.5,7.8,34.5,22.0,33.9,1.5,2.9,13.1,37.4,5.6,4.8,10.4,0.282,7.4,4.1,11.5,6.0,5
15,Carmelo Anthony,PF,50,1623,12.2,0.517,0.28600000000000003,0.19699999999999998,4.0,15.8,10.0,7.0,1.2,1.2,10.5,21.6,0.1,0.9,1.0,0.028999999999999998,-1.9,-1.8,-3.7,-0.7,2
16,OG Anunoby,SF,63,1897,13.2,0.598,0.408,0.163,4.2,14.6,9.5,7.5,2.2,2.1,11.7,14.4,1.8,3.3,5.1,0.13,-0.9,1.8,0.9,1.4,2
17,Ryan Arcidiacono,PG,58,930,9.0,0.551,0.627,0.17300000000000001,2.3,11.2,6.5,14.3,1.4,0.3,13.5,12.5,0.7,0.7,1.4,0.07,-2.7,-0.1,-2.8,-0.2,1
18,Trevor Ariza,SF,53,1493,11.0,0.593,0.639,0.228,2.5,15.6,9.0,8.1,2.2,0.9,13.6,11.9,1.3,1.3,2.6,0.084,-1.5,0.9,-0.5,0.6,2
19,D.J. Augustin,PG,49,1215,14.2,0.5479999999999999,0.43799999999999994,0.395,1.5,8.3,4.8,26.7,1.2,0.1,12.9,19.1,1.8,0.8,2.6,0.10099999999999999,-0.3,-1.0,-1.4,0.2,7
20,Deandre Ayton,C,30,996,20.4,0.5710000000000001,0.006,0.168,13.5,27.0,20.1,9.7,1.0,4.5,12.4,24.3,1.1,1.3,2.4,0.11699999999999999,0.8,-0.4,0.5,0.6,3
21,Dwayne Bacon,SG,39,687,6.1,0.419,0.275,0.217,2.3,14.0,7.9,11.7,1.7,0.3,12.2,19.5,-1.2,0.4,-0.8,-0.053,-5.9,-0.9,-6.8,-0.8,8
23,Lonzo Ball,PG,56,1817,13.7,0.529,0.578,0.107,3.6,16.6,10.1,29.3,2.0,1.4,20.7,18.6,0.7,1.9,2.6,0.068,0.4,0.6,1.0,1.3,7
24,Mo Bamba,C,60,868,17.8,0.5489999999999999,0.369,0.163,11.7,25.7,18.5,7.3,1.2,8.9,12.2,17.2,0.9,1.7,2.5,0.14,-1.1,1.7,0.5,0.6,3
25,J.J. Barea,PG,26,391,14.9,0.519,0.425,0.10099999999999999,2.7,10.0,6.4,37.7,0.5,0.4,15.8,24.3,0.5,0.2,0.7,0.084,1.8,-2.7,-1.0,0.1,4
26,Harrison Barnes,PF,64,2231,13.3,0.575,0.342,0.34299999999999997,3.0,12.7,7.7,9.9,0.8,0.4,8.9,17.6,3.1,1.1,4.2,0.091,0.0,-1.2,-1.2,0.5,2
27,RJ Barrett,SG,56,1704,10.7,0.479,0.271,0.349,3.0,14.8,8.7,12.8,1.6,0.9,12.9,24.0,-1.6,1.1,-0.5,-0.015,-2.8,-1.5,-4.3,-1.0,8
28,Will Barton,SF,58,1916,15.7,0.5489999999999999,0.39,0.18,4.4,16.8,10.6,16.0,1.6,1.4,9.9,20.0,2.4,2.1,4.5,0.113,1.2,-0.1,1.2,1.5,2
29,Keita Bates-Diop,SF,39,665,12.6,0.541,0.452,0.332,3.2,15.0,8.9,6.5,1.2,2.6,5.5,15.6,0.6,0.5,1.1,0.081,-0.8,-0.1,-0.8,0.2,2
30,Nicolas Batum,SF,22,505,9.2,0.46299999999999997,0.605,0.12300000000000001,5.2,16.8,10.8,18.3,1.7,1.5,20.5,9.4,0.2,0.4,0.6,0.055,-2.7,0.9,-1.9,0.0,1
31,Aron Baynes,C,42,934,15.1,0.581,0.441,0.19699999999999998,8.3,20.2,14.1,11.0,0.5,2.2,10.8,21.1,1.3,0.7,2.0,0.10300000000000001,-0.2,-0.9,-1.1,0.2,0
32,Kent Bazemore,SF-SG,64,1604,9.2,0.5,0.461,0.287,1.6,16.9,9.2,7.1,2.1,2.1,13.2,17.2,-0.8,1.5,0.7,0.02,-3.4,0.4,-3.0,-0.4,2
33,Darius Bazley,PF,53,909,8.1,0.475,0.435,0.204,2.7,20.7,12.0,4.3,1.1,3.3,13.8,14.1,-0.8,1.2,0.4,0.019,-3.1,0.6,-2.5,-0.1,6
34,Bradley Beal,SG,57,2053,23.1,0.579,0.369,0.35100000000000003,2.7,10.6,6.5,29.1,1.6,1.0,11.4,34.4,4.6,0.5,5.1,0.11900000000000001,5.3,-2.4,2.9,2.5,7
35,Malik Beasley,SG,55,1209,12.7,0.546,0.517,0.124,1.6,11.9,6.6,9.4,1.6,0.6,9.2,21.8,0.4,0.9,1.3,0.053,-0.7,-1.3,-2.0,0.0,8
36,Marco Belinelli,SG,52,779,10.2,0.521,0.5720000000000001,0.151,0.6,11.9,6.2,11.3,0.6,0.1,5.2,17.0,0.4,0.1,0.6,0.035,-1.0,-1.9,-2.9,-0.2,8
37,Jordan Bell,C-PF,29,256,13.9,0.5770000000000001,0.179,0.46299999999999997,12.0,21.8,16.7,8.9,0.5,3.2,20.7,16.4,0.2,0.2,0.4,0.07,-1.4,-1.1,-2.5,0.0,5
38,DeAndre' Bembry,SG,43,915,9.6,0.5,0.285,0.21100000000000002,4.0,14.1,8.9,12.3,2.8,1.7,19.4,14.0,-0.5,0.7,0.2,0.011000000000000001,-3.5,1.0,-2.4,-0.1,1
40,Dāvis Bertāns,PF,54,1583,15.5,0.628,0.774,0.2,2.3,15.1,8.5,8.3,1.1,1.8,8.2,19.0,3.0,0.5,3.5,0.106,2.7,-1.8,0.9,1.1,2
41,Patrick Beverley,PG,48,1299,12.3,0.5539999999999999,0.609,0.126,4.6,15.7,10.3,18.2,1.9,1.7,15.7,13.0,1.4,2.0,3.4,0.126,-0.5,2.6,2.1,1.3,1
42,Khem Birch,C,40,777,10.1,0.529,0.009000000000000001,0.583,9.3,15.7,12.4,6.1,1.0,2.4,13.7,9.3,0.7,0.8,1.5,0.092,-3.3,0.3,-3.0,-0.2,0
43,Goga Bitadze,C,49,410,12.2,0.53,0.27899999999999997,0.256,6.0,19.8,12.9,7.1,0.7,6.9,14.8,18.1,-0.1,0.7,0.6,0.069,-4.0,1.5,-2.5,0.0,0
44,Bismack Biyombo,C,53,1029,16.1,0.57,0.0,0.5429999999999999,12.3,20.7,16.3,7.8,0.5,4.4,12.2,16.8,1.5,0.9,2.4,0.113,-1.8,-0.7,-2.5,-0.1,5
45,Nemanja Bjelica,PF,64,1821,15.6,0.597,0.488,0.121,6.5,19.4,12.8,14.6,1.4,1.7,12.6,17.4,3.0,1.7,4.7,0.125,1.2,0.4,1.6,1.7,6
46,Eric Bledsoe,PG,56,1524,18.1,0.579,0.304,0.292,2.8,13.3,8.4,28.5,1.6,1.4,15.8,24.0,2.4,2.9,5.3,0.168,1.1,1.1,2.2,1.6,7
47,Bogdan Bogdanović,SG,53,1510,14.3,0.56,0.595,0.16399999999999998,1.2,11.8,6.4,17.2,1.7,0.9,11.5,22.3,1.2,1.1,2.4,0.075,0.7,-0.3,0.4,0.9,8
48,Bojan Bogdanović,SF,63,2083,15.7,0.603,0.489,0.29600000000000004,2.2,11.1,6.8,9.9,0.8,0.3,13.1,25.6,2.7,1.6,4.3,0.099,1.6,-1.5,0.2,1.1,8
52,Isaac Bonga,SF,58,1025,10.7,0.627,0.299,0.348,6.3,13.6,9.8,7.7,1.7,1.8,16.2,10.3,1.3,0.4,1.7,0.081,-2.4,0.0,-2.4,-0.1,6
53,Devin Booker,SG,62,2241,19.8,0.617,0.313,0.395,1.3,11.7,6.4,30.2,1.0,0.6,15.7,29.5,4.8,1.2,6.0,0.129,3.1,-1.4,1.7,2.1,7
54,Chris Boucher,PF,55,724,19.8,0.57,0.381,0.396,14.0,21.1,17.7,4.7,1.3,7.1,7.0,19.4,1.7,1.5,3.2,0.214,0.4,1.0,1.4,0.6,3
56,Ky Bowman,PG,45,1015,9.2,0.494,0.33299999999999996,0.128,2.5,10.7,6.5,19.4,2.1,0.9,17.1,17.2,-0.6,0.6,-0.1,-0.003,-4.0,-0.3,-4.3,-0.6,7
57,Avery Bradley,SG,49,1186,8.9,0.537,0.452,0.063,1.7,8.7,5.3,7.1,1.7,0.4,10.7,15.7,0.2,1.4,1.6,0.066,-2.9,0.5,-2.4,-0.1,8
58,Tony Bradley,C,50,535,21.8,0.675,0.006,0.258,19.3,24.7,22.1,4.9,1.1,3.9,11.8,16.1,1.8,0.9,2.7,0.242,0.9,0.4,1.3,0.4,3
61,Mikal Bridges,SF,65,1772,13.0,0.623,0.391,0.258,3.6,12.8,8.1,8.9,2.5,1.9,12.5,12.4,2.2,1.9,4.1,0.111,-0.7,1.5,0.8,1.3,2
62,Miles Bridges,SF,65,1995,12.1,0.52,0.39799999999999996,0.174,4.6,15.6,9.9,9.4,1.0,2.2,10.5,20.0,0.3,1.3,1.6,0.038,-1.5,-1.0,-2.5,-0.3,2
65,Malcolm Brogdon,PG,48,1472,17.8,0.537,0.29600000000000004,0.24600000000000002,3.0,13.8,8.5,34.5,1.1,0.5,13.6,25.2,2.0,1.4,3.5,0.113,2.2,-0.5,1.7,1.4,7
66,Dillon Brooks,SG,65,1851,11.1,0.508,0.387,0.192,3.5,8.4,6.0,10.0,1.4,1.2,9.7,25.0,-0.3,1.3,1.0,0.025,-2.8,-1.5,-4.3,-1.1,8
67,Bruce Brown,SG,58,1634,11.9,0.518,0.215,0.266,4.2,15.0,9.5,20.4,1.9,1.5,16.7,16.0,0.8,1.4,2.1,0.062,-2.0,0.8,-1.2,0.3,1
69,Jaylen Brown,SF,50,1702,17.1,0.589,0.364,0.28,3.4,16.5,10.0,10.2,1.6,0.9,11.8,24.7,2.1,2.3,4.5,0.126,1.0,-0.1,0.9,1.2,2
71,Sterling Brown,SF,45,665,9.3,0.478,0.523,0.161,4.4,19.2,12.3,8.8,1.5,0.9,13.4,16.7,-0.4,1.3,1.0,0.071,-3.1,1.0,-2.0,0.0,2
72,Troy Brown Jr.,SG,61,1519,13.7,0.534,0.287,0.225,4.4,19.6,11.7,13.0,2.3,0.3,10.5,17.0,1.2,0.9,2.2,0.069,-0.8,-0.4,-1.3,0.3,2
73,Jalen Brunson,PG,57,1022,15.0,0.5529999999999999,0.309,0.193,2.3,11.3,6.9,26.9,1.0,0.3,13.6,20.4,1.6,0.7,2.3,0.10800000000000001,0.1,-0.9,-0.8,0.3,7
74,Thomas Bryant,C,38,901,20.0,0.659,0.17600000000000002,0.309,8.8,23.4,15.8,11.9,0.7,3.2,12.1,18.3,2.4,0.5,2.9,0.153,2.1,-1.2,0.9,0.7,5
75,Reggie Bullock,SG,29,684,9.3,0.502,0.496,0.094,2.0,8.8,5.3,8.8,1.8,0.4,7.5,15.6,0.2,0.3,0.5,0.036000000000000004,-2.7,-0.3,-3.0,-0.2,8
76,Trey Burke,PG,25,329,15.4,0.545,0.299,0.142,5.0,6.7,5.9,24.2,1.0,0.3,8.2,19.3,0.6,0.2,0.9,0.129,0.7,-1.1,-0.5,0.1,7
77,Alec Burks,SG,59,1612,16.0,0.5489999999999999,0.389,0.358,2.8,15.2,8.8,16.9,1.7,0.9,9.5,23.8,1.9,1.1,2.9,0.08800000000000001,0.6,-0.7,-0.2,0.7,8
78,Deonte Burton,SG,34,284,5.9,0.426,0.43799999999999994,0.114,2.4,15.9,9.4,5.6,0.9,3.0,11.3,19.3,-0.6,0.3,-0.3,-0.046,-5.5,-0.4,-5.8,-0.3,2
79,Jimmy Butler,SF,54,1851,23.4,0.583,0.162,0.679,6.2,15.2,10.9,28.1,2.4,1.6,11.2,25.2,6.0,2.5,8.5,0.21899999999999997,4.0,1.3,5.2,3.4,1
80,Bruno Caboclo,SF,27,220,13.4,0.455,0.364,0.065,10.6,14.5,12.6,7.4,2.5,6.3,10.2,16.7,0.0,0.4,0.3,0.07,-2.5,1.1,-1.4,0.0,6
81,Kentavious Caldwell-Pope,SG,63,1603,11.6,0.5920000000000001,0.474,0.204,2.6,6.3,4.5,8.7,1.6,0.7,9.8,14.8,2.0,1.8,3.8,0.114,-0.8,0.5,-0.3,0.7,8
83,Clint Capela,C,39,1279,20.7,0.626,0.0,0.268,13.7,30.5,22.0,5.7,1.2,4.8,12.7,16.0,2.9,2.1,5.0,0.18600000000000003,1.1,0.4,1.5,1.1,3
84,DeMarre Carroll,SF,21,231,8.5,0.523,0.5,0.667,5.1,16.7,10.9,10.1,0.8,1.5,18.6,15.8,0.0,0.1,0.1,0.026000000000000002,-3.4,-1.1,-4.5,-0.1,6
85,Jevon Carter,PG,50,754,10.4,0.535,0.5710000000000001,0.122,3.6,11.0,7.2,11.7,2.4,1.5,12.6,13.9,0.3,0.7,1.1,0.068,-1.6,1.0,-0.6,0.3,8
86,Vince Carter,SF,60,876,7.6,0.47,0.664,0.095,2.2,13.2,7.6,7.7,1.2,2.4,9.4,16.6,-0.6,0.4,-0.2,-0.011000000000000001,-3.1,-1.2,-4.3,-0.5,2
87,Wendell Carter Jr.,C,43,1256,15.5,0.59,0.085,0.44299999999999995,11.6,24.6,17.8,6.0,1.3,2.7,14.9,16.4,1.7,1.6,3.3,0.127,-2.1,-0.3,-2.4,-0.1,0
88,Michael Carter-Williams,SG,42,773,15.7,0.539,0.281,0.36,5.9,13.8,9.7,19.4,2.8,2.3,14.6,18.4,0.7,1.1,1.9,0.11599999999999999,-1.3,1.7,0.4,0.5,1
89,Alex Caruso,PG,58,1032,11.0,0.5379999999999999,0.41200000000000003,0.292,1.5,10.1,5.9,12.6,2.8,1.4,13.6,13.9,0.6,1.6,2.2,0.10300000000000001,-2.4,2.4,0.1,0.5,8
90,Willie Cauley-Stein,C,54,1097,17.0,0.589,0.003,0.21899999999999997,8.0,23.2,15.5,9.9,2.1,4.9,10.8,14.4,1.5,1.5,3.0,0.129,-1.2,1.7,0.5,0.7,5
91,Tyson Chandler,C,26,219,10.8,0.7170000000000001,0.0,0.722,11.9,19.8,15.8,3.5,1.3,3.1,25.2,6.0,0.3,0.3,0.6,0.13,-2.5,1.1,-1.4,0.0,5
92,Wilson Chandler,SF,35,734,7.4,0.531,0.6609999999999999,0.126,1.6,18.3,10.2,7.4,1.0,1.4,15.0,13.0,-0.1,0.9,0.8,0.05,-3.9,1.0,-2.9,-0.2,2
95,Chris Chiozza,PG,21,249,12.9,0.526,0.519,0.025,2.5,12.5,7.4,26.7,2.8,0.7,17.5,16.2,0.1,0.3,0.4,0.077,-0.8,1.6,0.8,0.2,7
96,Marquese Chriss,PF,59,1196,19.4,0.604,0.10099999999999999,0.405,10.0,23.6,16.5,15.3,1.6,4.7,14.7,19.0,2.1,1.3,3.4,0.136,0.1,0.5,0.6,0.8,5
97,Gary Clark,PF,35,425,10.3,0.534,0.851,0.08900000000000001,6.6,14.8,10.6,4.7,0.6,2.9,4.5,10.9,0.5,0.4,0.9,0.098,-1.1,-1.1,-2.2,0.0,6
98,Brandon Clarke,PF,50,1086,21.8,0.67,0.127,0.228,7.7,20.3,14.1,10.1,1.1,3.3,9.3,19.0,3.1,1.3,4.4,0.192,2.8,0.7,3.5,1.5,5
99,Jordan Clarkson,SG,63,1527,17.9,0.583,0.469,0.193,3.5,8.5,6.0,13.4,1.4,0.8,9.1,25.5,2.6,0.9,3.5,0.11,2.7,-1.1,1.6,1.4,8
101,Chris Clemons,SG,29,251,12.6,0.546,0.746,0.055999999999999994,1.2,8.4,4.8,13.5,1.1,1.7,11.6,24.0,0.1,0.2,0.2,0.046,0.4,-1.7,-1.3,0.1,1
104,John Collins,PF,41,1363,23.5,0.659,0.243,0.248,9.0,24.0,16.4,7.6,1.1,4.1,10.1,22.7,3.8,1.1,4.9,0.174,3.7,-0.7,3.1,1.7,0
106,Mike Conley,PG,41,1171,13.7,0.527,0.43799999999999994,0.24100000000000002,2.7,9.5,6.2,22.8,1.3,0.3,12.4,23.0,1.0,1.0,2.1,0.085,0.4,-0.4,0.0,0.6,7
107,Pat Connaughton,SG,61,1119,11.2,0.5579999999999999,0.525,0.138,5.3,16.9,11.4,10.6,0.8,2.3,14.5,11.9,0.9,2.1,3.0,0.13,-1.1,1.6,0.5,0.7,6
108,Quinn Cook,PG,38,409,10.5,0.517,0.382,0.052000000000000005,1.9,8.6,5.3,13.9,1.3,0.2,12.4,20.8,-0.1,0.4,0.4,0.043,-2.3,-1.0,-3.3,-0.1,1
110,Robert Covington,PF,62,1867,13.6,0.5710000000000001,0.654,0.16699999999999998,3.0,19.9,11.2,5.8,2.4,3.6,11.8,17.4,0.9,2.4,3.3,0.085,-1.0,1.1,0.1,1.0,2
111,Allen Crabbe,SG,37,653,6.0,0.47,0.672,0.079,1.8,11.0,6.3,6.8,1.1,0.5,8.5,12.7,-0.2,0.1,-0.1,-0.006999999999999999,-3.7,-1.5,-5.3,-0.5,8
112,Torrey Craig,SF,50,869,10.4,0.5589999999999999,0.524,0.149,6.1,13.8,10.0,5.2,1.0,3.4,9.0,12.2,0.8,0.9,1.7,0.095,-2.4,0.1,-2.3,-0.1,6
113,Jae Crowder,SF,58,1695,12.1,0.532,0.6920000000000001,0.23600000000000002,3.1,18.7,11.1,11.7,1.9,1.1,9.9,15.6,1.2,2.0,3.2,0.09,-0.9,0.3,-0.6,0.6,2
114,Jarrett Culver,SG,63,1506,9.6,0.467,0.38799999999999996,0.20600000000000002,4.7,10.3,7.4,10.8,1.8,2.1,11.5,19.2,-1.2,1.1,-0.1,-0.004,-3.2,-0.8,-4.0,-0.8,8
115,Seth Curry,SG,59,1448,16.2,0.65,0.564,0.165,1.9,8.0,5.0,12.1,1.2,0.5,9.5,18.6,3.4,0.9,4.3,0.14400000000000002,2.0,-0.7,1.4,1.2,8
117,Troy Daniels,SG,42,457,8.9,0.524,0.711,0.10099999999999999,2.9,7.9,5.5,4.1,0.8,0.6,5.1,16.2,0.2,0.4,0.7,0.07,-1.2,-1.0,-2.2,0.0,8
118,Anthony Davis,PF,55,1889,28.2,0.614,0.195,0.46,7.3,22.1,14.9,14.6,2.1,6.2,10.1,29.7,6.2,4.1,10.3,0.262,5.8,2.8,8.5,5.0,0
119,Ed Davis,C,25,268,7.3,0.425,0.0,0.324,12.4,25.8,19.4,3.8,1.8,2.8,25.1,8.5,-0.1,0.5,0.4,0.07400000000000001,-5.5,1.7,-3.9,-0.1,5
120,Terence Davis,SG,64,1087,14.5,0.598,0.568,0.133,4.6,16.3,10.5,14.6,1.4,1.1,13.6,18.9,1.4,1.6,3.0,0.133,0.7,0.6,1.3,0.9,6
121,Dewayne Dedmon,C,44,774,9.4,0.473,0.42,0.141,8.5,27.7,17.9,4.1,1.5,4.8,17.4,18.2,-1.0,1.1,0.1,0.006,-5.8,0.0,-5.8,-0.7,0
122,Matthew Dellavedova,PG,57,821,8.1,0.46299999999999997,0.52,0.21100000000000002,2.4,7.8,5.1,29.0,1.2,0.2,23.6,13.0,0.1,0.1,0.2,0.01,-3.6,-1.6,-5.2,-0.7,4
123,DeMar DeRozan,SF,61,2091,21.3,0.597,0.031,0.419,2.0,15.7,8.9,26.0,1.4,0.6,11.5,26.6,5.1,1.1,6.2,0.14300000000000002,2.1,-0.5,1.6,1.9,1
124,Cheick Diallo,C,44,467,16.3,0.688,0.015,0.27,6.5,24.1,15.1,7.2,1.0,2.3,16.4,16.7,0.8,0.5,1.3,0.129,-1.1,-0.3,-1.4,0.1,5
125,Hamidou Diallo,SF,38,699,8.4,0.488,0.16,0.205,4.8,14.3,9.7,4.5,2.0,1.0,13.4,17.4,-0.6,0.8,0.2,0.013999999999999999,-5.0,0.3,-4.8,-0.5,2
126,Gorgui Dieng,C,58,1012,17.4,0.564,0.414,0.242,8.8,26.5,17.5,10.3,2.2,4.6,12.7,17.7,1.1,1.6,2.7,0.128,0.0,1.8,1.8,0.9,0
